,Description,url
200,"Outline:
1. வைட்டமின் சி என்றால் என்ன?
2. நம் உடலில் வைட்டமின் சி-யின் பங்கு
3. வைட்டமின் சி குறைபாடு
4. வைட்டமின் சி-யின் உணவு ஆதாரங்கள்
5. வைட்டமின் சி மீது வெப்பத்தின் விளைவு
6. வைட்டமின் சி நிறைந்த உணவுகள்:
a) கொய்யா சட்னி
b) மாங்காய் மற்றும் வேர்க்கடலை சாலட்
c) சிறிய வெந்தய இலைகள் சாலட்.
d) நெல்லிக்காய் ஊறுகாய்
e) முட்டைகோஸ் சாலட்
7. மேற்கண்ட உணவுகளில் உள்ள வைட்டமின் சி-யின் அளவு",https://www.youtube.com/watch?v=MjiectMedrQ
201,"1. Folate என்பது முக்கியமான B vitamin ஆகும் 
2. Folate மற்றும் folic acid க்கான வித்தியாசம்
3. நம் உடலில் folate இன் பங்கு 
4. மூளை மற்றும் இதயத்தின் ஆரோக்கியத்தில் folate இன் பங்கு 
5. கர்ப காலத்தின் போது folate இன் முக்கியத்துவம் 
6. Neural tube குறைபாடுகள் 
7. Folate குறைபாட்டிற்கான காரணங்கள் 
8. Folate குறைபாட்டின் அறிகுறிகள் 
9. Macrocytic இரத்த சோகை 
10. வெவ்வேறு வயதினருக்கான் folate இன் தேவைகள் 
11. Folate நிறைந்த உணவுகள் 
12. Folateஐ உணவில் தங்க வைப்பதற்கான சமையல் முறைகள்",https://www.youtube.com/watch?v=gDmgCpTWA38
202,"Outline:

The need to wear a face mask.
Guidelines by World Health Organization for wearing a mask
Types of masks -
Disposable masks
Homemade masks
Benefits of homemade masks
Procedure to make mask with a sewing machine
Procedure to make a mask without sewing machine
Precautions to take before wearing the mask
Precautions to take while removing the mask
Ways to clean the mask
Storing the mask",https://www.youtube.com/watch?v=i9QcduIevNo
203,"1. పాలివ్వడానికి తల్లి మరియు తన బిడ్డ కొరకు సరైన పట్టుకునే విధానాన్ని ఎంపికచేసుకోవడం.
2. తన బిడ్డకు పాలివ్వడానికి ముందు తల్లి సిద్ధం అవ్వడం.  
3. క్రాస్ క్రేడిల్ పద్దతిలో పట్టుకోవడం కొరకు దశల వారీ విధానం-
i. బిడ్డను పట్టుకునే ముందు తల్లి ఉండాల్సిన విధం. 
ii. బిడ్డను పట్టుకున్న తర్వాత, కానీ లాచింగ్ కంటే ముందు తల్లి ఉండాల్సిన విధం.  
a) స్తనాన్ని సరిగ్గా పట్టుకోవడానికి తల్లి యొక్క చేయి ఉండాల్సిన విధం. 
iii. బిడ్డ  స్తనాన్ని పట్టుకున్న తర్వాత తల్లి ఉండాల్సిన విధం. 
iv. బిడ్డను ఎలా ఉంచాలి. 
a) బిడ్డ యొక్క ముక్కు మరియు గడ్డం ఎలా ఉండాలి. 
b) బిడ్డ యొక్క శరీరాన్ని ఎలా ఉంచాలి. 
v. తల్లుల కొరకు చేయాల్సినవి మరియు చేయకూడనివి ఏమిటి.",https://www.youtube.com/watch?v=63XhwqNEy4I
204,"1.బిడ్డ తల్లి రొమ్మును నోటితో లోతుగా పట్టుకుని ఉండటానికి సరైన 
 లాచింగ్ టెక్నిక్.
-బిడ్డ తల్లి రొమ్మును నోటితో లోతుగా పట్టుకోవడం కొరకు దశల వారీ 
 విధానం.  
-బిడ్డ తల్లి రొమ్మును నోటితో లోతుగా పట్టుకుని ఉందొ లేదో తనిఖీ 
 చేయడానికి సంకేతాలు.
-బిడ్డ చనుమొన నుండి మాత్రమే పాలను తాగుతుందేమో తనిఖీ 
 చేయడానికి సంకేతాలు.
-బిడ్డకు ఫొర్ మిల్క్  (నీళ్ళలాంటి పాలు) మరియు  హిండ్ మిల్క్  
 (చిక్కటి పాలు) ను పట్టడం.
-రెండవ రొమ్ము నుండి కూడా పాలు పట్టడం.
-బిడ్డకు తేన్పు రావడానికి సరైన పద్దతిలో ఎలా పట్టుకోవాలి.
2.ఎంత తరచుగా తల్లి బిడ్డకు పాలిస్తూఉండాలి.
-24 గంటల సమయంలో తల్లి బిడ్డకు ఎన్ని సార్లు పాలివ్వాలి.
-పగటి పూట ఎన్నిసార్లు మరియు రాత్రి పూట ఎన్నిసార్లు బిడ్డకు పాలు
 పట్టించాలి. 
-బిడ్డ యొక్క ఆకలి సంకేతాలు.
-బిడ్డ యొక్క పెరుగుదల సమయంలో పాలు ఎంత తరచుగా 
 ఇస్తూఉండాలి.",https://www.youtube.com/watch?v=DSq7fdP0Y5k
205,"Outline:
1. తల్లి పాలివ్వడం అంటే ఏమిటి
2. శిశువుకు పుట్టిన 1 గంటలోపు తల్లిపాలు ఇవ్వడం యొక్క ప్రాముఖ్యత
3. కొలొస్ట్రమ్ మరియు దాని ప్రయోజనాలు
4. తల్లి పాలివ్వడం యొక్క ప్రాముఖ్యత
5. తల్లి పాలివ్వడం వల్ల శిశువుకు కలిగే ప్రయోజనాలు
6. తల్లి పాలు మరియు ఆరోగ్యకరమైన ప్రేగు అభివృద్ధి
7. తల్లి పాలు మరియు అవి తగ్గించిన వివిధ వ్యాధుల యొక్క ప్రమాదం 
8. మెదడు అభివృద్ధిపై తల్లి పాల యొక్క ప్రభావం
9. నెలలు నిండకుండా పుట్టిన శిశువులకు తల్లి పాలివ్వడం వలన కలిగే ప్రయోజనాలు
10. తల్లి పాలివ్వడం వలన తల్లికి కలిగే తక్షణ ప్రయోజనాలు
11. తల్లి పాలివ్వడం వలన తల్లికి కలిగే దీర్ఘకాలిక ప్రయోజనాలు
12. తల్లి పాలివ్వడం వలన వచ్చే ఆర్థిక ప్రయోజనాలు
13. తల్లి పాలివ్వడం వలన వచ్చే పర్యావరణ ప్రయోజనాలు",https://www.youtube.com/watch?v=1E3WB3gEbko
206,<!--css-build:shady-->,https://www.youtube.com/watch?v=Zu354RmNa08
207,"1. పాలు పట్టించడానికి తల్లి మరియు ఆమె బిడ్డ కొరకు సరైన పట్టుకునేవిధానాన్ని ఎంచుకోవడం.
2. తన బిడ్డకు పాలిచ్చే ముందు తల్లి సిద్ధం కావడం.
3.ఫుట్‌బాల్ పద్దతిలో పట్టుకోవడం కొరకు దశల వారీ విధానం-
i. బిడ్డను పట్టుకునే ముందు తల్లి ఉండాల్సిన విధం. 
ii. బిడ్డను పట్టుకున్న తర్వాత, కానీ లాచింగ్ కంటే ముందు తల్లి ఉండాల్సిన విధం.
a) స్తనాన్ని సరిగ్గా పట్టుకోవడానికి తల్లి యొక్క చేయి ఎలా ఉండాలి.
iii. బిడ్డ  స్తనాన్ని పట్టుకున్న తర్వాత తల్లి ఉండాల్సిన విధం. 
iv. బిడ్డను ఎలా ఉంచాలి.
a) బిడ్డ యొక్క ముక్కు మరియు గడ్డం ఎలా ఉండాలి.  
b) బిడ్డ యొక్క శరీరాన్ని ఎలా ఉంచాలి. 
v.తల్లుల కొరకు చేయాల్సినవి మరియు చేయకూడనివి.",https://www.youtube.com/watch?v=2bmwBQVi8l8
208,"1. పాలు పట్టించడానికి తల్లి మరియు ఆమె బిడ్డ కొరకు సరైన పట్టుకునేవిధానాన్ని ఎంచుకోవడం.
2. తన బిడ్డకు పాలిచ్చే ముందు తల్లి సిద్ధం కావడం.
3. క్రేడిల్ హోల్డ్ లో ఎలా పట్టుకోవాలి-
i. బిడ్డను పట్టుకునే ముందు తల్లి ఉండాల్సిన విధం
ii. బిడ్డను పట్టుకున్న తర్వాత, కానీ లాచింగ్ కంటే ముందు తల్లి ఉండాల్సిన విధం 
a) స్తనాన్ని సరిగ్గా పట్టుకోవడానికి తల్లి యొక్క చేయి ఎలా ఉండాలి. 
iii. బిడ్డ  స్తనాన్ని పట్టుకున్న తర్వాత తల్లి ఉండాల్సిన విధం
iv. బిడ్డను ఎలా ఉంచాలి 
a) బిడ్డ యొక్క ముక్కు మరియు గడ్డం ఎలా ఉండాలి 
b) బిడ్డ యొక్క శరీరాన్ని ఎలా ఉంచాలి 
v. తల్లుల కొరకు చేయాల్సినవి మరియు చేయకూడనివి",https://www.youtube.com/watch?v=HZLrsx1Em28
209,"1. బ్రెస్ట్ క్రాల్ అంటే ఏమిటి 
     a. బ్రెస్ట్ క్రాల్ మరియు ఆరోగ్యవంతమైన బిడ్డలు 
     b. బ్రెస్ట్ క్రాల్ మరియు అనారోగ్యంతో ఉన్న బిడ్డలు 
2. బ్రెస్ట్ క్రాల్ చేసే విధానం 
3. నేచురల్ డెలివరీ ద్వారా పుట్టిన బిడ్డలకు బ్రెస్ట్ క్రాల్ చేసే విధానం
4. సిజేరియన్ డెలివరీ ద్వారా పుట్టిన బిడ్డలకు బ్రెస్ట్ క్రాల్ చేసే విధానం
5. బ్రెస్ట్ క్రాల్ కు పట్టె సమయం 
6. బిడ్డ కొరకు బ్రెస్ట్ క్రాల్ యొక్క ప్రాముఖ్యత 
    a.బిడ్డ కొరకు కొలస్ట్రం యొక్క ప్రాముఖ్యత
    b. తల్లి బిడ్డల మధ్య చర్మాలను తాకించడం యొక్క ప్రాముఖ్యత
7. తల్లి కొరకు బ్రెస్ట్ క్రాల్ యొక్క ప్రాముఖ్యత",https://www.youtube.com/watch?v=jgdiy_SwLkQ
210,"1.పరిచయం
  A. కంగారూ మదర్ కేర్ (కంగారు తల్లి సంరక్షణ) అంటే ఏమిటి? 
  B. కంగారూ మదర్ కేర్ (కంగారు తల్లి సంరక్షణ) ఎవరికి అందించాలి -
      a. నిరంతర పర్యవేక్షణ అవసరం లేని  బిడ్డలకు
      b.  2.5 కిలోగ్రాముల కన్నాతక్కువ బరువు తో పుట్టిన బిడ్డలకు మరియు 
      c.  పూర్తి-కాల బిడ్డలందరికి కూడా
2.   కంగారు తల్లి సంరక్షణ యొక్క భాగాలు -
      A. ఒకరి చర్మంతో మరొకరి చర్మం తాకుతూఉండటం:
          a.లెట్ డౌన్ రిఫ్లెక్స్‌
          b. బిడ్డకు కేవలం తల్లి పాలు మాత్రమే ఇవ్వడం
      B. బిడ్డకు కేవలం తల్లి పాలు మాత్రమే ఇవ్వడం అనేది మొదటి 6 నెలల కొరకు తప్పనిసరి 
3.  కంగారూ కేర్ (కంగారు సంరక్షణ) యొక్క ప్రాముఖ్యత -
    a.ఇది శిశువుకు ప్రయోజనకరంగా ఉంటుంది.
    b. మరియు తల్లికి కూడా ప్రయోజనకరంగా ఉంటుంది.
4. కంగారూ మదర్ కేర్ (కెఎంసి) ను ఎవరు అందించవచ్చు?
5. KMC ను అందించేవారు అనుసరించాల్సిన ప్రాథమిక మార్గదర్శకాలు.
6. KMC చేస్తున్నప్పుడు,  వీరి కొరకు సిఫార్సు చేయబడిన దుస్తుల రకం-
    a. KMC అందించేవారు 
    b. మరియు బిడ్డ కొరకు  
7.KMC యొక్క దశల వారీ విధానం
    a. బిడ్డను ఉంచాల్సిన విధం 
    b. బిడ్డకు పాలివ్వడం
    c. మనసులో గుర్తుంచుకోవలసిన విషయాలు
    d. సాగే బ్యాండ్ యొక్క ఉపయోగం 
8. కేఎంసీ సమయంలో చుట్టిన వస్త్రం నుండి బిడ్డను ఎలా బయటకి తీయాలి.
9. కేఎంసీ చేస్తున్నప్పుడు నవజాత శిశువులో ప్రమాద సంకేతాలు.",https://www.youtube.com/watch?v=nEDN1BVif9o
211,"Outline:
1. నిల్వ చేసిన తల్లిపాలను శిశువు త్రాగడం కొరకు ఎలా సిద్ధం చేయాలి
1.1. తల్లిపాలను బిడ్డకు పట్టించడానికి ముందు వ్యక్తిగత పరిశుభ్రత
1.2. గడ్డకట్టిన తల్లిపాలను ఎలా కరిగించాలి
1.3. శిశువుకు ఆహారం ఇవ్వడానికి ముందు తల్లి పాలను ఎలా వేడి చేయాలి
2. వీటిని ఉపయోగించి శిశువుకు పిండితీతిన తల్లిపాలను ఎలా పట్టించాలి -
2.1. ఒక చిన్న కప్పు
2.2. గోకురు
2.3. ఒక నిఫ్టీ కప్పు
2.4. ఒక చెంచా
3. శిశువుకు పిండితీసిన తల్లిపాలను తాగించేటప్పుడు బిడ్డ ఊపిరి ఆడకుండా ఉక్కిరిబిక్కిరి అవ్వకుండా ఉండటానికి ముఖ్యమైన అంశాలు",https://www.youtube.com/watch?v=eovW21xmO4c
212,"Outline:
1. వాణిజ్య శిశు ఆహార పదార్థాలు ప్రజాదరణ పొందడానికి గల కారణాలు:
i. కల్పితకధ: ఇవి కూడా తల్లిపాల వలె అంతే మంచివి 
ii. తల్లి పాలివ్వడంతో పోలిస్తే బేబీ ఫుడ్ వాడటం అనేది చాలా సులభం
iii. శిక్షణ లేని ఆరోగ్య సంరక్షణ కార్యకర్తలకు ఇది ఒక సులభమైన మార్గం
iv. వాణిజ్య బేబీ ఫుడ్స్‌ కోసం తయారీదారులు చేసే భారీ ప్రచారం 
v. తల్లులు మరియు కుటుంబాల యొక్క భావోద్వేగ దుర్బలత్వం, బలహీనత

2. వాణిజ్య బేబీ ఫుడ్స్ ప్రమోషన్ యొక్క చరిత్ర మరియు IMS చట్టం అనేది ఎందుకు ఆమోదించబడింది.

3. IMS ప్రమోషన్ అనేది ఎందుకు నియంత్రించబడాలి?
i. BPNI అంటే ఏమిటి?
ii. IMS చట్టం యొక్క 10 ఉల్లంఘనల యొక్క BPNI ల జాబితా
iii. BPNI ద్వారా ఫిర్యాదును ఎలా నమోదు చేయాలి

4. IMS కంపెనీలు వారి యొక్క కమ్యూనికేషన్ మెటీరియల్‌లో తల్లి పాలివ్వడం వల్ల కలిగే ప్రయోజనాల గురించి ఎందుకు మాట్లాడతారు?",https://www.youtube.com/watch?v=TJqNk-gqjXc
213,"1.(బ్రెస్ట్ ఎంగార్జ్‌మెంట్) స్తనముల వాపు 
    a. (బ్రెస్ట్ ఎంగార్జ్‌మెంట్) స్తనముల వాపు అంటే ఏమిటి?
    b. స్తనాల వాపు మరియు స్తనసంపూర్ణత్వం మధ్య తేడా.
    c. (బ్రెస్ట్ ఎంగార్జ్‌మెంట్) స్తనముల వాపు రావడానికి కారణాలు.
    d. (బ్రెస్ట్ ఎంగార్జ్‌మెంట్) స్తనముల వాపు కు ఎలా చికిత్స చేయాలి?
    e. (బ్రెస్ట్ ఎంగార్జ్‌మెంట్) స్తనముల వాపు రాకుండా నివారణ చేయడం. 
2.స్తనసోఫ (మాస్టిటిస్) 
    a. స్తనసోఫ (మాస్టిటిస్) అంటే ఏమిటి?
    b. ఆటంకం ఏర్పడిన పాలవాహిక ఎలా స్తనసోఫ (మాస్టిటిస్) గా మారుతుంది?
    c. స్తనసోఫ (మాస్టిటిస్) రావడానికి కారణాలు.
    d. స్తనసోఫ (మాస్టిటిస్) కొరకు చికిత్స.
    e. స్తనసోఫ (మాస్టిటిస్) రాకుండా నివారణ చేయడం.",https://www.youtube.com/watch?v=EYEGHBhhrcs
214,"1. నవజాత శిశువు (అప్పుడే పుట్టిన బిడ్డ) ను ఎలా సంభాళించాలి
    a. చేతి పరిశుభ్రత
    b. నవజాత శిశువు (అప్పుడే పుట్టిన బిడ్డ) ను ఎలా పట్టుకోవాలి
2. బొడ్డు తాడు సంరక్షణ
    a. జాగ్రత్తలు
    b. అంటువ్యాధులు
3. నవజాత శిశువు (అప్పుడే పుట్టిన బిడ్డ) కు ఆహారం ఇవ్వడం మరియు బర్పింగ్ (తేన్పు వచ్చేలా చేయడం) చేయడం
    a. తల్లి పాలివ్వడాన్ని ప్రారంభించడం
    b. తల్లి పాలు మాత్రమే ఇవ్వడం
    c. ఒకరి చర్మంతో మరొకరి చర్మం తాకుతుండడం
    d. ఆకలి సంకేతాలు
    e. త్రేన్పు తెప్పించడం
4. డైపర్ వేయడం
    a. ప్రతి ప్రేగు కదలిక తర్వాత నవజాత శిశువును ఎలా శుభ్రం చేయాలి
    b. జాగ్రత్తలు
5. డైపర్ వల్ల వచ్చే దద్దుర్లు
    a. డైపర్ దద్దుర్లు అంటే ఏమిటి
    b. కారణాలు
    c. నివారణ మరియు చికిత్స
6. నిద్రపుచ్చడానికి పద్దతులు
    a. పడుకునే విధానం
    b. ఆకస్మిక శిశు మరణ లక్షణం (SIDS)
    c. జాగ్రత్తలు",https://www.youtube.com/watch?v=p-BQk2FIQTc
215,"1. నవజాత శిశువుకు  స్నానం చేయడం మీరు ఎప్పుడు ప్రారంభించవచ్చు?
    a. ఆరోగ్యవంతమైన బిడ్డకు
    b. తక్కువ బరువుతో పుట్టిన బిడ్డకు
2. నవజాత శిశువుకు  స్నానం చేయించేటప్పుడు తీసుకోవలసిన జాగ్రత్తలు
3. స్పాంజ్ బాత్ (స్నానం)
    a. ముందు జాగ్రత్తలు
    b. చేయించే విధానం
4. రోజువారీ స్నానం  
    a. ముందు జాగ్రత్తలు
    b. చేయించే విధానం
5. సాంప్రదాయ స్నానం
    a. చేయించే విధానం
6. వీరి కోసం భద్రతా చిట్కాలు-
    a. కొండ ప్రాంతాల్లో నివసిస్తున్న పిల్లలు
    b. చల్లని ప్రాంతంలో నివసిస్తున్న పిల్లలు
7. క్రేడిల్ కాప్
    a. క్రేడిల్ కాప్ అంటే ఏమిటి?
    b. కారణం
    c. చికిత్స",https://www.youtube.com/watch?v=yHCi5diq5WM
216,"1. కౌమారదశ యొక్క నిర్వచనం 
2. కౌమారదశ సమయంలో పోషకాహారం యొక్క ప్రాముఖ్యత
3. కౌమారదశ సమయంలో పోషకాహార అవసరాలు
4. కౌమారదశలో ఉన్నవారి కొరకు శాఖాహార వంటకాలను తయారుచేయడం
a. సోయాబీన్ కట్లెట్
b. జొన్నలు మరియు టమోటాలతో అట్టు
c. వేరుశెనగల కూర
d. సజ్జలు చిరుధాన్యాలు ఇంకా జొన్నలు కూరగాయలతో ఖిచిడీ
e. లోపల ఏదయినా నింపి చేసిన పరాటాలతో నువ్వుల పచ్చడి (చట్నీ)
5. ఈ వంటలలో పోషకాల యొక్క వివరణ",https://www.youtube.com/watch?v=cBVB1428b2Q
217,"- ప్రోటీన్ల యొక్క ప్రాముఖ్యత
- కొవ్వు పదార్ధాల యొక్క ప్రాముఖ్యత
- విటమిన్ A యొక్క పాత్ర
- B-విటమిన్ల యొక్క పాత్ర
- ఫోలేట్ యొక్క ప్రాముఖ్యత
- ఐరన్ మరియు విటమిన్ C యొక్క ప్రాముఖ్యత
- కాల్షియమ్ మరియు విటమిన్-D యొక్క పాత్ర 
- కోలిన్ యొక్క పాత్ర
- జింక్ యొక్క పాత్ర
- అయోడిన్ యొక్క పాత్ర
- మెగ్నీషియం యొక్క పాత్ర
- పదార్థ దుర్వినియోగాన్ని తప్పించడం
- బరువును నియంత్రణలో ఉంచడం యొక్క ప్రాముఖ్యత
- సన్నని శరీరం యొక్క బరువు మరియు నవజాత ఆరోగ్యంపై దాని ప్రభావం
- ఊబకాయం మరియు పిండం పెరుగుదలపై దాని ప్రభావం
- ఆహార వనరులు",https://www.youtube.com/watch?v=NJ_QxZ5srt4
218,"1. గర్భధారణ సమయంలో అధికంగా పుష్టినిచ్చే ఆహారం యొక్క ప్రాముఖ్యత.
2. గర్భధారణ సమయంలో సరైన బరువును నిర్వహించడం.
3. తక్కువ పోషణ వల్ల తల్లికి వచ్చే పరిణామాలు.
4. గర్భధారణ సమయంలో తీసుకోకూడని పదార్దాలు.
5. పోషకాల్ని గ్రహించడాన్ని మెరుగుపరచడానికి ఇటువంటి తగిన వంట పద్ధతులను ఉపయోగించడం:
* నానబెట్టడం
* మొలకెత్తించుట / మొలకెత్తడం
* వంట చేయడం
* పులియబెట్టడం (కిణ్వ ప్రక్రియ)
6.గర్భిణీ స్త్రీల కొరకు కావాల్సిన పోషకాలను పొందటానికి వంటకాలు
* అలసందల ఇడ్లీ
* చిరుధాన్యాలతో ఖిచ్ది
* మూంగ్ ర్యాప్",https://www.youtube.com/watch?v=u7g6guI68Qs
219,"Outline:
- గర్భధారణ సమయంలో మాంసాహార ఆహారం యొక్క ప్రాముఖ్యత
- ప్రోటీన్, జింక్, కోలిన్, ఐరన్ మరియు కాల్షియం అధికంగా ఉండే మాంసాహారం
- పిండం యొక్క పెరుగుదల మరియు అభివృద్ధికి అవసరమైన పోషకాలు
వివిధ మాంసాహార వంటకాలు
- కేరళ స్టైల్ గుడ్డు కూర
- చికెన్ చెట్టినాడ్
- చికెన్ లివర్ సుక్కా
- పాలకూర కూరలో చేప
- మీట్‌బాల్ కర్రీ 
- ఈ వంటకాల నుండి పొందిన వివిధ పోషకాలు",https://www.youtube.com/watch?v=k1xIOdyGm3w
220,"Outline:
పాలిచ్చే తల్లులలో పోషకాహారం యొక్క ప్రాముఖ్యత -      
      a. పాలిస్తున్న సమయంలో పోషకాహార అవసరాలు
      b. పాలిస్తున్న సమయంలో అవసరమైన ముఖ్యమైన పోషకాలు              c. అయోడిన్ మరియు విటమిన్ డి అవసరాలు
      d. గెలాక్టోగోగ్స్ యొక్క ప్రాముఖ్యత
      e. పాలిచ్చే తల్లులు వివిధ గెలాక్టోగోగ్స్ ద్వారా పొందవచ్చు


పాలిచ్చే తల్లుల కొరకు శాఖాహార వంటకాలు -
   1. మిశ్రమ రకాల మొలకలతో అట్టు
   2. వెల్లుల్లి, అవిస గింజలు మరియు నువ్వుల పచ్చడి
   3. వేరుశెనగ, పాలకూర మరియు మెంతికూరతో కట్లెట్
   4. సజ్జలు మరియు తోటకూర ఆకులతో ముటియా
   5. మొలకెత్తిన మెంతి గింజల కూర",https://www.youtube.com/watch?v=6mx8sQHcj5c
221,"Outline:
1. పాలిచ్చే తల్లులలో పోషకాహారం యొక్క ప్రాముఖ్యత -
    a. పాలిస్తున్న సమయంలో పోషకాహార అవసరాలు
    b. పాలిస్తున్న సమయంలో అవసరమైన ముఖ్యమైన పోషకాలు
    c. గెలాక్టోగోగ్స్ యొక్క ప్రాముఖ్యత
    d. పాలిచ్చే తల్లులు వివిధ గెలాక్టోగోగ్స్ ద్వారా పొందవచ్చు

2. పాలిచ్చే తల్లుల కొరకు మాంసాహార వంటకాలు -
    a. మునక్కాడలతో చికెన్ కర్రీ
    b. శనగపలుకులు వెల్లుల్లి మసాలాలో చికెన్
    c. కొబ్బరితో చేపల కూర,
    d. మిశ్రమ కూరగాయలతో గుడ్డు కూర
    e. పాలకూర చేపల కర్రీ.",https://www.youtube.com/watch?v=-PwAp6nnEvY
222,"తల్లి పాలివ్వటానికి సిఫార్సు చేయబడిన సమయం.
6 నెలల వయస్సులో పౌష్ఠికమైన ఇంట్లో వండిన పరిపూరకమైన ఆహారాన్ని ప్రారంభించడానికి కారణాలు.
6 నుండి 24 నెలల వయస్సు గల పిల్లల కొరకు సాధారణ పరిపూరకమైన ఆహార మార్గదర్శకాలు:
- శిశువు యొక్క ఆహారంలో కొత్త ఆహారాన్ని జోడించడం
- శిశువు యొక్క ఆహారంలో 8 ముఖ్యమైన ఆహార వర్గాలు 
- శిశువు యొక్క ఆహారంలో కొత్త ఆహార వర్గాలను జోడించే క్రమం 
- శిశువులకు పండ్లు ఇవ్వడం కొరకు అదనపు మార్గదర్శకాలు
- తల్లిపాలను పొందడానికి అవకాశం లేని శిశువుల కొరకు
మార్గదర్శకాలు
- నీరు మరియు తల్లి పాలు
- పరిపూరకమైన ఆహారాన్ని సురక్షితంగా తయారుచేయడం",https://www.youtube.com/watch?v=46jGIrDpXGY
223,"6 నెలల శిశువుల కొరకు పరిపూరకమైన ఆహరం:
- బేబీ యొక్క మొదటి భోజనం
- కొత్త ఆహారాన్ని పరిచయం చేయడం కోసం మార్గదర్శకాలు
- ఆహారం యొక్క చిక్కదనం మరియు పరిమాణం
- రోజుకు ఎంత తరచుగా భోజనం ఇవ్వాలి 

వీరి కొరకు ఆహారం యొక్క పరిమాణం,చిక్కదనం మరియు ఇవ్వాల్సిన సంఖ్యలో మార్పులు:
- 7 నెలల వయస్సున్న పిల్లలు
- 8 నెలల వయస్సున్న పిల్లలు
- 9 నుండి 11 నెలల వయస్సున్న పిల్లలు
- 12 నుండి 24 నెలల వయస్సున్న పిల్లలు

1 సంవత్సరం వయస్సున్న శిశువుల కొరకు స్నాక్స్
1 మరియు 2 సంవత్సరాల వయస్సులోపు ఇవ్వకూడని ఆహారాలు",https://www.youtube.com/watch?v=mtw0kme4xW0
224,"Outline:
1. శిశువుకు పరిపూరకరమైన ఆహారాన్ని పరిచయం చేయడం యొక్క ప్రాముఖ్యత
2. పరిపూరకరమైన మాంసాహార ఆహారాల యొక్క ప్రాముఖ్యత
3. శిశువుకు మాంసాహార ఆహారాన్ని పరిచయం చేసేటప్పుడు గుర్తుంచుకోవలసిన విషయాలు
4. 6 నెలల శిశువుకు పరిపూరకరమైన ఆహరం నుండి శక్తి అవసరాలు
5. 6 నెలల వయస్సున్న శిశువుకు ఇచ్చే ఆహారం యొక్క చిక్కదనం
6. మాంసాహార వంటకాలు:
    a. ఎగ్ (గుడ్డు) ప్యూరీ (మెత్తని పేస్ట్)
    b. ఫిష్ (చేప) ప్యూరీ (మెత్తని పేస్ట్),
    c. అరటికాయ చేపతో జావ (గంజి),
    d. చికెన్ లివర్ (కోడి మాంసం కార్జమ్) ప్యూరీ
    e. చికెన్ (కోడి మాంసం) క్యారెట్ తో ప్యూరీ (మెత్తని పేస్ట్)",https://www.youtube.com/watch?v=ztSDdPXEs3A
225,"1. 7 నెలల వయస్సున్న పిల్లల కొరకు పరిపూరక ఆహరం
a. శక్తి అవసరాలు
b. ఆహారం యొక్క రకం
c. ఆహారం యొక్క పరిమాణం
d. తరచుగా ఆహరం ఇవ్వడం
e. ఆహారం ఎలా ఉండాలి
f. శిశువు యొక్క ఆహారంలో పోషకాల పొడులను చేర్చడం


2. శాఖాహారం వంటకాలు:
a. పనసగింజల (గంజి లేదా) జావ
b. ఉలవలు కూరగాయల (గంజి లేదా) జావ
c. తోటకూర అలసందల (గంజి లేదా) జావ
d. మెంతి కొబ్బరి మెత్తని పేస్ట్ (ముద్ద)
e. అరికెలు కొమ్ముశనగల  (గంజి లేదా) జావ",https://www.youtube.com/watch?v=i-EbxluLI2o
226,"1. మెగ్నీషియం యొక్క ప్రాముఖ్యత.
2. మెగ్నీషియం యొక్క శాఖాహార వనరులు
3. మెగ్నీషియంను గ్రహించడాన్ని మెరుగుపరచడానికి మార్గాలు.
4. మెగ్నీషియం పుష్కలంగా ఉండే వంటకాలు
a. మొలకెత్తిన మోటుపెసల కట్లెట్
b. పొద్దుతిరుగుడు విత్తనాలు పచ్చడి
c. బొబ్బర్ల మొలకల తో పరాఠా
d. మొలకెత్తిన కొమ్ముశనగల పొడి కూర
e. తోటకూర ఆకుల వేపుడు
5. పైన పేర్కొన్న ప్రతి వంటకం లోని మెగ్నీషియం యొక్క కంటెంట్",https://www.youtube.com/watch?v=dyNDgl7AJkk
227,"ప్రోటీన్ యొక్క ప్రాముఖ్యత
ప్రోటీన్ యొక్క ఆహార వనరులు
ప్రోటీన్ సమృద్ధిగా ఉన్న ఇటువంటి శాఖాహార వంటకాలు
- పన్నీర్ మసాలా
- పచ్చ పెసల కూర
- జొన్నలు సోయా దోశ
- కొమ్ముశనగల కట్లెట్స్
పైన పేర్కొన్న వంటకాల యొక్క ప్రోటీన్ కంటెంట్.
ధాన్యాలు మరియు పప్పుధాన్యాలలోని అమైనో ఆమ్లాలు
ప్రోటీన్ యొక్క పరిపూరకమైన చర్య",https://www.youtube.com/watch?v=G_GtESwo-Hc
228,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" spellcheck=""false"" href=""/channel/UCmyV3lKT1Gs1AfgtV8pp__Q"" dir=""auto"">@Health Spoken Tutorial - IIT Bombay</a>",https://www.youtube.com/watch?v=TOGZhJ8N7DE
